               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.033629,            0.032044,           0.0018319,             0.91228,             0.89087,             0.94001,             0.65717,            0.027519,            0.015229,          0.00034503,            0.001365,            0.001365,            0.001365
                 159,            0.033732,            0.032238,           0.0018656,             0.91296,             0.89059,             0.94044,             0.65744,            0.027501,             0.01522,          0.00034403,             0.00131,             0.00131,             0.00131
                 160,            0.033228,            0.031738,           0.0017228,             0.91317,             0.89053,             0.94058,             0.65811,            0.027479,            0.015208,          0.00034322,            0.001255,            0.001255,            0.001255
                 161,            0.033396,               0.032,           0.0017052,              0.9142,             0.89023,             0.94074,             0.65834,             0.02745,            0.015194,          0.00034267,              0.0012,              0.0012,              0.0012
                 162,            0.033217,            0.031372,            0.001747,             0.91508,             0.88932,             0.94085,               0.659,            0.027441,            0.015187,          0.00034206,            0.001145,            0.001145,            0.001145
                 163,            0.033637,            0.031888,           0.0018227,             0.91458,              0.8889,             0.94103,             0.65898,            0.027422,            0.015176,          0.00034137,             0.00109,             0.00109,             0.00109
                 164,            0.033057,            0.032059,            0.001763,             0.91528,             0.88937,               0.941,             0.65918,              0.0274,            0.015166,          0.00034075,            0.001035,            0.001035,            0.001035
                 165,            0.033242,            0.032214,           0.0017201,               0.916,              0.8895,             0.94112,              0.6592,            0.027387,            0.015155,          0.00034009,             0.00098,             0.00098,             0.00098
                 166,             0.03295,            0.031593,           0.0016871,             0.91473,              0.8905,             0.94127,             0.65945,            0.027372,             0.01515,           0.0003394,            0.000925,            0.000925,            0.000925
                 167,            0.033162,            0.031435,           0.0017407,              0.9148,             0.89055,             0.94114,             0.66007,            0.027359,            0.015143,          0.00033872,             0.00087,             0.00087,             0.00087
                 168,            0.032842,            0.031784,           0.0015602,             0.91508,             0.89092,             0.94141,             0.66014,            0.027347,            0.015132,          0.00033801,            0.000815,            0.000815,            0.000815
                 169,             0.03299,              0.0315,           0.0016649,             0.91572,             0.89057,             0.94149,             0.66043,            0.027331,            0.015123,          0.00033733,             0.00076,             0.00076,             0.00076
                 170,            0.032461,            0.031777,            0.001638,             0.91608,             0.89055,              0.9416,             0.66065,             0.02732,            0.015117,          0.00033649,            0.000705,            0.000705,            0.000705
                 171,            0.032376,            0.031523,           0.0016194,             0.91645,             0.89095,             0.94164,             0.66081,            0.027314,            0.015111,          0.00033574,             0.00065,             0.00065,             0.00065
                 172,            0.032659,            0.031703,           0.0015542,             0.91708,              0.8905,             0.94158,             0.66114,            0.027298,            0.015103,          0.00033508,            0.000595,            0.000595,            0.000595
                 173,            0.032621,            0.031497,           0.0015962,             0.91663,              0.8913,             0.94143,             0.66122,            0.027288,            0.015097,          0.00033439,             0.00054,             0.00054,             0.00054
                 174,            0.032423,            0.031186,           0.0016401,             0.91739,             0.89047,             0.94137,             0.66144,            0.027286,            0.015093,          0.00033367,            0.000485,            0.000485,            0.000485
                 175,            0.032293,            0.030977,           0.0015587,             0.91665,             0.89164,             0.94143,             0.66125,            0.027277,            0.015088,          0.00033307,             0.00043,             0.00043,             0.00043
                 176,            0.032595,            0.031073,           0.0015904,             0.91718,             0.88993,             0.94147,             0.66127,            0.027266,            0.015084,          0.00033245,            0.000375,            0.000375,            0.000375
                 177,            0.032706,            0.031348,           0.0015802,             0.91773,             0.88996,              0.9414,             0.66173,            0.027243,            0.015074,          0.00033179,             0.00032,             0.00032,             0.00032
                 178,            0.032246,            0.030984,           0.0016076,             0.91892,             0.88948,             0.94152,             0.66229,            0.027219,            0.015068,          0.00033097,            0.000265,            0.000265,            0.000265
                 179,            0.031938,            0.030665,           0.0016242,             0.91908,             0.88979,             0.94154,             0.66248,              0.0272,            0.015061,          0.00033021,             0.00021,             0.00021,             0.00021
